opportunity_id,account_key,sales_rep_key,product_key,stage_key,created_date,close_date,close_value,predicted_win_probability,weighted_pipeline_value,opportunity_age_days,days_to_close,created_year_month,close_year_month
902REDPA,78.0,18,2,2,2016-11-07,2017-03-09,0.0,0.007668081602456879,0.0,122.0,122.0,2016-11,2017-03
5J9CMGDV,58.0,28,3,4,2016-11-07,2017-03-08,46.0,0.8777252854153517,46.0,121.0,121.0,2016-11,2017-03
JJXRR8R6,21.0,30,5,2,2016-11-07,2017-03-17,0.0,0.011907552830765585,0.0,130.0,130.0,2016-11,2017-03
WF4HA5NW,59.0,5,3,4,2016-11-07,2017-03-18,50.0,0.8750021867721143,50.0,131.0,131.0,2016-11,2017-03
C5K2JP1H,75.0,12,6,4,2016-11-07,2017-03-11,1014.0,0.9970718515487742,1014.0,124.0,124.0,2016-11,2017-03
ADRB8OMB,76.0,10,1,4,2016-11-08,2017-03-26,561.0,0.9847860198403212,561.0,138.0,138.0,2016-11,2017-03
SBCR987L,83.0,32,1,4,2016-11-10,2017-03-23,590.0,0.9898444906800266,590.0,133.0,133.0,2016-11,2017-03
UP409DSB,26.0,34,4,1,2016-11-10,,0.0,0.021934006872004114,0.0,416.0,,2016-11,
JSD4APT2,4.0,3,3,4,2016-11-10,2017-03-12,61.0,0.8798776219604633,61.0,122.0,122.0,2016-11,2017-03
AO9Z2D17,78.0,12,5,2,2016-11-10,2017-03-11,0.0,0.011694216158919163,0.0,121.0,121.0,2016-11,2017-03
5M58DTJK,10.0,28,3,4,2016-11-11,2017-03-05,58.0,0.858637970234222,58.0,114.0,114.0,2016-11,2017-03
KNY1OSAB,46.0,34,2,4,2016-11-11,2017-03-14,4899.0,1.0,4899.0,123.0,123.0,2016-11,2017-03
EAZDUUM9,84.0,14,4,2,2016-11-11,2017-03-01,0.0,0.011613755919376752,0.0,110.0,110.0,2016-11,2017-03
2STUSOFE,15.0,3,3,4,2016-11-11,2017-03-03,67.0,0.8570374499941591,67.0,112.0,112.0,2016-11,2017-03
JYKM0B00,77.0,30,2,4,2016-11-12,2017-03-06,4338.0,0.9999999999999982,4338.0,114.0,114.0,2016-11,2017-03
KU28360J,21.0,31,1,4,2016-11-12,2017-03-19,578.0,0.9765456216260295,578.0,127.0,127.0,2016-11,2017-03
N4SD17JR,1.0,21,1,4,2016-11-12,2017-03-01,556.0,0.9706133479624965,556.0,109.0,109.0,2016-11,2017-03
E67P9Y3Q,33.0,25,1,4,2016-11-12,2017-03-03,635.0,0.9853291473279705,635.0,111.0,111.0,2016-11,2017-03
AT3MMVIS,71.0,16,4,4,2016-11-12,2017-03-07,3045.0,0.9999999998640916,3045.0,115.0,115.0,2016-11,2017-03
REJ11LRY,49.0,15,6,4,2016-11-13,2017-03-14,1233.0,0.9995469338633803,1233.0,121.0,121.0,2016-11,2017-03
ERV0CAZ7,85.0,3,3,4,2016-11-13,2017-03-09,60.0,0.7634662724785801,60.0,116.0,116.0,2016-11,2017-03
8SOQADK7,30.0,1,3,2,2016-11-14,2017-03-30,0.0,0.8708277172607698,0.0,136.0,136.0,2016-11,2017-03
TCHFT25B,66.0,10,1,2,2016-11-14,2017-03-08,0.0,0.4073231281925336,0.0,114.0,114.0,2016-11,2017-03
CZVN09WN,45.0,10,6,4,2016-11-14,2017-03-20,1170.0,0.9991751435162105,1170.0,126.0,126.0,2016-11,2017-03
EG7OFLFR,,32,1,1,2016-11-14,,0.0,0.5615584492617194,0.0,412.0,,2016-11,
30UQWUKB,28.0,7,6,4,2016-11-15,2017-03-20,1162.0,0.9989639115883441,1162.0,125.0,125.0,2016-11,2017-03
OLVI7L8M,,19,2,1,2016-11-16,,0.0,0.03584228173207512,0.0,410.0,,2016-11,
97UN20YY,13.0,10,4,4,2016-11-16,2017-03-14,3725.0,0.9999999999997398,3725.0,118.0,118.0,2016-11,2017-03
JXLERZ9O,31.0,31,1,4,2016-11-16,2017-03-31,559.0,0.9768844558642297,559.0,135.0,135.0,2016-11,2017-03
6ROE69W5,54.0,25,1,2,2016-11-16,2017-03-11,0.0,0.14582413918921258,0.0,115.0,115.0,2016-11,2017-03
0DFXFKT7,60.0,10,6,2,2016-11-17,2017-03-21,0.0,0.04833561896144494,0.0,124.0,124.0,2016-11,2017-03
XKMZVSN4,65.0,30,5,4,2016-11-17,2017-03-05,4667.0,1.0,4667.0,108.0,108.0,2016-11,2017-03
IU8V0BZK,23.0,7,6,4,2016-11-17,2017-03-17,903.0,0.9911628782426373,903.0,120.0,120.0,2016-11,2017-03
XY42936P,24.0,34,6,4,2016-11-17,2017-03-13,1180.0,0.9994785050772433,1180.0,116.0,116.0,2016-11,2017-03
XRN54MBM,59.0,9,1,4,2016-11-17,2017-03-05,487.0,0.9588058990808058,487.0,108.0,108.0,2016-11,2017-03
2V848WZD,66.0,4,4,4,2016-11-18,2017-03-04,3180.0,0.9999999999740641,3180.0,106.0,106.0,2016-11,2017-03
ONYNTUCG,25.0,10,2,2,2016-11-19,2017-03-17,0.0,0.008245678608822816,0.0,118.0,118.0,2016-11,2017-03
HIOHX80Y,30.0,10,4,4,2016-11-19,2017-03-18,3563.0,0.9999999999992164,3563.0,119.0,119.0,2016-11,2017-03
F5U1ACDD,,32,6,1,2016-11-19,,0.0,0.11614152927745658,0.0,407.0,,2016-11,
LPKT07PV,53.0,22,2,4,2016-11-20,2017-03-23,4704.0,1.0,4704.0,123.0,123.0,2016-11,2017-03
WPB2SLIG,63.0,20,5,4,2016-11-20,2017-03-14,5585.0,1.0,5585.0,114.0,114.0,2016-11,2017-03
XUSUEAV7,83.0,28,7,4,2016-11-20,2017-03-09,25897.0,1.0,25897.0,109.0,109.0,2016-11,2017-03
ZZY4516R,,26,4,1,2016-11-20,,0.0,0.04050539246977488,0.0,406.0,,2016-11,
3TYPII47,32.0,32,6,4,2016-11-20,2017-03-03,1207.0,0.9996165740599857,1207.0,103.0,103.0,2016-11,2017-03
7WAX8Z8O,9.0,4,4,2,2016-11-20,2017-03-08,0.0,0.007590654589308034,0.0,108.0,108.0,2016-11,2017-03
MYDUMR3R,57.0,4,1,4,2016-11-20,2017-03-04,559.0,0.9769139559584676,559.0,104.0,104.0,2016-11,2017-03
0DRC1U9Q,33.0,34,1,1,2016-11-20,,0.0,0.5001415272476469,0.0,406.0,,2016-11,
37JFKD4I,15.0,9,6,4,2016-11-20,2017-03-09,1033.0,0.9951828311437991,1033.0,109.0,109.0,2016-11,2017-03
25YKPHX8,42.0,20,1,4,2016-11-21,2017-03-21,462.0,0.9210654366885546,462.0,120.0,120.0,2016-11,2017-03
BXXMA7F3,50.0,26,4,2,2016-11-21,2017-03-01,0.0,0.010803037375694043,0.0,100.0,100.0,2016-11,2017-03
GIUUTBXM,79.0,31,2,4,2016-11-21,2017-03-14,5539.0,1.0,5539.0,113.0,113.0,2016-11,2017-03
MFX2LR1Q,59.0,4,4,4,2016-11-21,2017-03-15,3573.0,0.9999999999988061,3573.0,114.0,114.0,2016-11,2017-03
DUHE9FLY,13.0,7,2,4,2016-11-21,2017-03-01,4926.0,1.0,4926.0,100.0,100.0,2016-11,2017-03
96BSG7R1,70.0,33,6,2,2016-11-21,2017-03-17,0.0,0.023903424124219152,0.0,116.0,116.0,2016-11,2017-03
7FQMSWIX,5.0,13,3,4,2016-11-22,2017-03-04,62.0,0.858634396081994,62.0,102.0,102.0,2016-11,2017-03
C20AVXN7,30.0,10,2,4,2016-11-22,2017-03-14,4359.0,0.9999999999999993,4359.0,112.0,112.0,2016-11,2017-03
GS1QVWCR,55.0,32,1,4,2016-11-22,2017-03-31,566.0,0.976409245812367,566.0,129.0,129.0,2016-11,2017-03
ZWH8FXY3,72.0,7,1,4,2016-11-22,2017-03-03,508.0,0.9692272304404816,508.0,101.0,101.0,2016-11,2017-03
2U94Y3Q9,75.0,14,4,2,2016-11-22,2017-03-20,0.0,0.009209813999443622,0.0,118.0,118.0,2016-11,2017-03
AAR79NOO,11.0,3,3,4,2016-11-22,2017-03-11,51.0,0.8127798248307456,51.0,109.0,109.0,2016-11,2017-03
B6B0PNR2,14.0,24,2,4,2016-11-22,2017-03-05,4899.0,1.0,4899.0,103.0,103.0,2016-11,2017-03
M7I5O9YU,10.0,13,1,1,2016-11-23,,0.0,0.5893176213822255,0.0,403.0,,2016-11,
LXZA2OSZ,52.0,13,5,4,2016-11-23,2017-03-03,5790.0,1.0,5790.0,100.0,100.0,2016-11,2017-03
N0ONCYVZ,43.0,20,3,2,2016-11-23,2017-03-30,0.0,0.6485419045690967,0.0,127.0,127.0,2016-11,2017-03
GYB4W2AU,,28,4,1,2016-11-23,,0.0,0.030431907553014004,0.0,403.0,,2016-11,
513DPFX5,11.0,8,2,4,2016-11-23,2017-03-03,4438.0,0.9999999999999993,4438.0,100.0,100.0,2016-11,2017-03
RU023K5W,23.0,8,4,4,2016-11-23,2017-03-17,2972.0,0.9999999996542868,2972.0,114.0,114.0,2016-11,2017-03
VDIU10RV,47.0,27,3,1,2016-11-23,,0.0,0.8492642520953438,0.0,403.0,,2016-11,
BZCBQ514,79.0,27,1,4,2016-11-23,2017-03-01,523.0,0.9529974659863896,523.0,98.0,98.0,2016-11,2017-03
HEE6P0QH,67.0,1,4,4,2016-11-24,2017-03-25,3647.0,0.9999999999992502,3647.0,121.0,121.0,2016-11,2017-03
L8CHRJ2B,74.0,19,4,4,2016-11-24,2017-03-01,4200.0,0.9999999999999933,4200.0,97.0,97.0,2016-11,2017-03
579LZ3F9,41.0,18,6,1,2016-11-24,,0.0,0.08360069958217255,0.0,402.0,,2016-11,
SU8JNMP4,8.0,32,6,1,2016-11-24,,0.0,0.15893256895882074,0.0,402.0,,2016-11,
V2X2KMUR,22.0,32,6,4,2016-11-24,2017-03-28,1059.0,0.9982123830745123,1059.0,124.0,124.0,2016-11,2017-03
AJIPJP75,11.0,7,6,2,2016-11-24,2017-03-05,0.0,0.025768872410959997,0.0,101.0,101.0,2016-11,2017-03
NYVA2G6U,19.0,3,3,4,2016-11-24,2017-03-02,57.0,0.8982776399760453,57.0,98.0,98.0,2016-11,2017-03
FF45BXTL,44.0,24,4,4,2016-11-24,2017-03-27,3671.0,0.9999999999996207,3671.0,123.0,123.0,2016-11,2017-03
TTA9LYBS,73.0,1,3,4,2016-11-25,2017-03-01,58.0,0.8685120320177951,58.0,96.0,96.0,2016-11,2017-03
PAGZQH8L,73.0,2,4,4,2016-11-25,2017-03-06,3956.0,0.9999999999999687,3956.0,101.0,101.0,2016-11,2017-03
J7YF6DS7,2.0,13,5,4,2016-11-25,2017-03-01,5964.0,1.0,5964.0,96.0,96.0,2016-11,2017-03
S5IXY4Z9,2.0,13,2,4,2016-11-25,2017-03-06,4570.0,0.9999999999999998,4570.0,101.0,101.0,2016-11,2017-03
JQBJMETQ,16.0,10,3,4,2016-11-25,2017-03-27,49.0,0.8361407074425309,49.0,122.0,122.0,2016-11,2017-03
0LVWSWEW,18.0,12,3,4,2016-11-25,2017-03-06,65.0,0.9045778632180728,65.0,101.0,101.0,2016-11,2017-03
K53BC1T9,16.0,1,3,2,2016-11-26,2017-03-27,0.0,0.7982778962643358,0.0,121.0,121.0,2016-11,2017-03
D40N5I9Y,23.0,10,2,4,2016-11-26,2017-03-08,4739.0,1.0,4739.0,102.0,102.0,2016-11,2017-03
051QTX8Z,29.0,9,6,4,2016-11-26,2017-03-21,1080.0,0.9961573030117945,1080.0,115.0,115.0,2016-11,2017-03
5D2XH04S,56.0,21,3,4,2016-11-26,2017-03-12,57.0,0.8906834201336431,57.0,106.0,106.0,2016-11,2017-03
V9E582SK,44.0,15,1,4,2016-11-27,2017-03-16,469.0,0.9600257901388305,469.0,109.0,109.0,2016-11,2017-03
UK0LEZRJ,12.0,31,1,4,2016-11-27,2017-03-03,532.0,0.9773049503934549,532.0,96.0,96.0,2016-11,2017-03
PFFHM7HR,53.0,27,4,1,2016-11-27,,0.0,0.01631785363409746,0.0,399.0,,2016-11,
IT10CFQH,44.0,25,1,4,2016-11-27,2017-03-26,538.0,0.972673339438615,538.0,119.0,119.0,2016-11,2017-03
8VKD2CCH,48.0,14,2,4,2016-11-27,2017-03-21,4829.0,1.0,4829.0,114.0,114.0,2016-11,2017-03
2XQAKBXH,17.0,33,5,4,2016-11-27,2017-03-11,5370.0,1.0,5370.0,104.0,104.0,2016-11,2017-03
7G7YLGJO,35.0,33,5,4,2016-11-27,2017-03-21,6499.0,1.0,6499.0,114.0,114.0,2016-11,2017-03
GCA97W27,28.0,10,6,4,2016-11-28,2017-03-06,1161.0,0.9984798642628261,1161.0,98.0,98.0,2016-11,2017-03
K8FUZHOG,61.0,31,1,4,2016-11-28,2017-03-26,576.0,0.9887108481653544,576.0,118.0,118.0,2016-11,2017-03
5WJZMULK,35.0,34,6,4,2016-11-28,2017-03-19,979.0,0.9938884345133967,979.0,111.0,111.0,2016-11,2017-03
ZPYD4T9W,66.0,3,3,4,2016-11-28,2017-03-07,43.0,0.923507152532078,43.0,99.0,99.0,2016-11,2017-03
KE9ZEDS8,62.0,8,3,4,2016-11-29,2017-03-07,57.0,0.7830697537732483,57.0,98.0,98.0,2016-11,2017-03
7KK0HQ4C,59.0,4,3,2,2016-11-29,2017-03-28,0.0,0.7567757144600072,0.0,119.0,119.0,2016-11,2017-03
FP7014Z0,25.0,4,6,4,2016-11-29,2017-03-12,948.0,0.9872481434723063,948.0,103.0,103.0,2016-11,2017-03
N4HFHDMW,56.0,16,4,4,2016-11-29,2017-03-10,3012.0,0.9999999998548206,3012.0,101.0,101.0,2016-11,2017-03
2HFLKREC,84.0,19,4,4,2016-11-30,2017-03-15,3665.0,0.9999999999996105,3665.0,105.0,105.0,2016-11,2017-03
7JVTTVCO,27.0,12,1,4,2016-11-30,2017-03-24,564.0,0.9804238962875673,564.0,114.0,114.0,2016-11,2017-03
3X13866U,15.0,1,6,2,2016-12-01,2017-03-06,0.0,0.030176104528540783,0.0,95.0,95.0,2016-12,2017-03
7LE19SYE,37.0,19,4,4,2016-12-01,2017-03-22,3463.0,0.9999999999965421,3463.0,111.0,111.0,2016-12,2017-03
J5V2M7Y1,27.0,13,1,4,2016-12-01,2017-03-26,513.0,0.9719175316794894,513.0,115.0,115.0,2016-12,2017-03
41MURAI5,44.0,13,1,4,2016-12-01,2017-03-28,590.0,0.9885778716885232,590.0,117.0,117.0,2016-12,2017-03
QHI8WRIA,19.0,10,2,4,2016-12-01,2017-03-30,4511.0,0.9999999999999998,4511.0,119.0,119.0,2016-12,2017-03
AJXAXV4W,23.0,4,4,2,2016-12-01,2017-03-02,0.0,0.004978873672575376,0.0,91.0,91.0,2016-12,2017-03
VPDXX5PJ,9.0,9,1,4,2016-12-01,2017-03-26,546.0,0.9743515397644938,546.0,115.0,115.0,2016-12,2017-03
PZB9NUK8,79.0,24,3,4,2016-12-01,2017-03-05,46.0,0.820697314663571,46.0,94.0,94.0,2016-12,2017-03
A0ANOYPF,59.0,10,2,4,2016-12-02,2017-03-09,4891.0,1.0,4891.0,97.0,97.0,2016-12,2017-03
0P4AAPYX,31.0,26,6,4,2016-12-02,2017-03-03,1040.0,0.997231041294256,1040.0,91.0,91.0,2016-12,2017-03
O6T5WC3W,65.0,26,6,4,2016-12-02,2017-03-04,1108.0,0.9988300570308691,1108.0,92.0,92.0,2016-12,2017-03
0NO04P6C,50.0,26,3,4,2016-12-02,2017-03-04,59.0,0.8618348490341626,59.0,92.0,92.0,2016-12,2017-03
22OFSXBT,67.0,6,2,4,2016-12-02,2017-03-30,5406.0,1.0,5406.0,118.0,118.0,2016-12,2017-03
MRXZTMM6,10.0,31,1,4,2016-12-02,2017-03-20,515.0,0.973082350930203,515.0,108.0,108.0,2016-12,2017-03
LGI8QEC2,73.0,5,1,4,2016-12-02,2017-03-06,583.0,0.9818142556585678,583.0,94.0,94.0,2016-12,2017-03
6KZ0NCFX,25.0,3,3,4,2016-12-02,2017-03-14,54.0,0.8276078660220557,54.0,102.0,102.0,2016-12,2017-03
3SF8O9S6,55.0,24,3,4,2016-12-02,2017-03-27,60.0,0.7915329103959519,60.0,115.0,115.0,2016-12,2017-03
CNM0H9FR,,33,1,1,2016-12-02,,0.0,0.42801544806069364,0.0,394.0,,2016-12,
XK668R7C,19.0,10,1,2,2016-12-03,2017-03-12,0.0,0.3030167503457566,0.0,99.0,99.0,2016-12,2017-03
TZCAQWL3,25.0,10,2,2,2016-12-03,2017-03-19,0.0,0.008183473127968417,0.0,106.0,106.0,2016-12,2017-03
BADC6A9H,29.0,10,1,4,2016-12-03,2017-03-23,516.0,0.956250280053794,516.0,110.0,110.0,2016-12,2017-03
B8E0UUZR,57.0,10,2,4,2016-12-03,2017-03-22,4829.0,1.0,4829.0,109.0,109.0,2016-12,2017-03
I043RXJV,19.0,5,6,2,2016-12-03,2017-03-17,0.0,0.04093338115874873,0.0,104.0,104.0,2016-12,2017-03
MWWB44CC,18.0,21,6,4,2016-12-03,2017-03-02,950.0,0.997011893505544,950.0,89.0,89.0,2016-12,2017-03
HBTINPDG,77.0,24,6,2,2016-12-03,2017-03-09,0.0,0.017001103615240442,0.0,96.0,96.0,2016-12,2017-03
DZ3KHZSX,37.0,13,1,4,2016-12-04,2017-03-20,513.0,0.9666889498002574,513.0,106.0,106.0,2016-12,2017-03
3W1K7X5F,12.0,10,2,2,2016-12-04,2017-03-09,0.0,0.013835418284041452,0.0,95.0,95.0,2016-12,2017-03
45A57X68,59.0,10,5,4,2016-12-04,2017-03-12,5522.0,1.0,5522.0,98.0,98.0,2016-12,2017-03
9SLYC4TR,9.0,8,3,4,2016-12-04,2017-03-09,56.0,0.8440882998151734,56.0,95.0,95.0,2016-12,2017-03
JLWKWQYC,17.0,30,2,4,2016-12-04,2017-03-08,5673.0,1.0,5673.0,94.0,94.0,2016-12,2017-03
7QC6FOKW,77.0,32,1,4,2016-12-04,2017-03-10,598.0,0.9773981855560372,598.0,96.0,96.0,2016-12,2017-03
XA184CMW,57.0,7,5,4,2016-12-04,2017-03-16,5787.0,1.0,5787.0,102.0,102.0,2016-12,2017-03
S0N7BYU3,64.0,34,6,4,2016-12-04,2017-03-08,1070.0,0.99806564925199,1070.0,94.0,94.0,2016-12,2017-03
6WOMHAJM,18.0,22,4,4,2016-12-05,2017-03-14,3677.0,0.9999999999997382,3677.0,99.0,99.0,2016-12,2017-03
G1QGATKV,52.0,19,5,4,2016-12-05,2017-03-30,5425.0,1.0,5425.0,115.0,115.0,2016-12,2017-03
UAE5ZC7O,,18,5,1,2016-12-05,,0.0,0.039750266958047904,0.0,391.0,,2016-12,
6XFVQI32,80.0,20,4,4,2016-12-05,2017-03-23,3415.0,0.9999999999956699,3415.0,108.0,108.0,2016-12,2017-03
JUCNIG4H,,30,1,1,2016-12-05,,0.0,0.5091801183747663,0.0,391.0,,2016-12,
OGD4MDJ9,47.0,34,6,4,2016-12-05,2017-03-21,891.0,0.9849504822630784,891.0,106.0,106.0,2016-12,2017-03
4NGBUZWJ,11.0,4,1,4,2016-12-06,2017-03-12,609.0,0.971141579843591,609.0,96.0,96.0,2016-12,2017-03
EFG5DGV5,55.0,27,3,4,2016-12-06,2017-03-16,54.0,0.6915157727401735,54.0,100.0,100.0,2016-12,2017-03
82MM4H33,46.0,33,6,4,2016-12-06,2017-03-09,1049.0,0.9963636041303651,1049.0,93.0,93.0,2016-12,2017-03
14PM641K,27.0,19,6,4,2016-12-07,2017-03-07,1152.0,0.9988577849268991,1152.0,90.0,90.0,2016-12,2017-03
DSBGHOPN,56.0,18,3,2,2016-12-07,2017-03-20,0.0,0.7738556259072712,0.0,103.0,103.0,2016-12,2017-03
1YSOZLHF,74.0,18,2,4,2016-12-07,2017-03-28,4799.0,1.0,4799.0,111.0,111.0,2016-12,2017-03
E8RP9FRW,15.0,8,3,4,2016-12-07,2017-03-12,51.0,0.7858588036066242,51.0,95.0,95.0,2016-12,2017-03
787IRG9Q,41.0,26,4,4,2016-12-07,2017-03-03,3426.0,0.9999999999957006,3426.0,86.0,86.0,2016-12,2017-03
0TUS4NAC,57.0,6,3,4,2016-12-07,2017-03-11,51.0,0.8853576768626339,51.0,94.0,94.0,2016-12,2017-03
FAJTQMUM,24.0,32,1,4,2016-12-07,2017-03-20,564.0,0.9889966107290309,564.0,103.0,103.0,2016-12,2017-03
TWF0J0DF,39.0,2,5,4,2016-12-08,2017-03-01,5882.0,1.0,5882.0,83.0,83.0,2016-12,2017-03
ICMXZOVL,66.0,18,2,1,2016-12-08,,0.0,0.07050894964993729,0.0,388.0,,2016-12,
UQ14O415,56.0,20,2,4,2016-12-08,2017-03-20,5059.0,1.0,5059.0,102.0,102.0,2016-12,2017-03
IBEUTCSW,,30,4,1,2016-12-08,,0.0,0.032196000074560485,0.0,388.0,,2016-12,
O3KC8QI8,,32,6,1,2016-12-08,,0.0,0.1066023319098377,0.0,388.0,,2016-12,
BOJSLNDG,64.0,32,4,4,2016-12-08,2017-03-11,3388.0,0.9999999999956923,3388.0,93.0,93.0,2016-12,2017-03
WALNFJ70,,31,5,1,2016-12-08,,0.0,0.040656430796684434,0.0,388.0,,2016-12,
DASMR0EK,83.0,27,5,4,2016-12-08,2017-03-10,5410.0,1.0,5410.0,92.0,92.0,2016-12,2017-03
A76M0OOH,81.0,21,6,4,2016-12-08,2017-03-28,978.0,0.9958192939587391,978.0,110.0,110.0,2016-12,2017-03
E1VKE2PH,61.0,24,3,4,2016-12-08,2017-03-26,54.0,0.8978683599948987,54.0,108.0,108.0,2016-12,2017-03
SKY95DVG,3.0,1,3,2,2016-12-09,2017-03-22,0.0,0.7855395414355014,0.0,103.0,103.0,2016-12,2017-03
V5OK4V5I,8.0,19,1,4,2016-12-09,2017-03-14,549.0,0.982047153841111,549.0,95.0,95.0,2016-12,2017-03
GJ4L5HHN,49.0,13,6,4,2016-12-09,2017-03-14,1034.0,0.9972813865251352,1034.0,95.0,95.0,2016-12,2017-03
9R8JWY3J,75.0,20,2,4,2016-12-09,2017-03-03,4998.0,1.0,4998.0,84.0,84.0,2016-12,2017-03
0EOFVU05,52.0,20,4,4,2016-12-09,2017-03-28,3421.0,0.9999999999956446,3421.0,109.0,109.0,2016-12,2017-03
HNHOPL7M,17.0,31,5,4,2016-12-09,2017-03-04,5425.0,1.0,5425.0,85.0,85.0,2016-12,2017-03
Y0NYI17R,14.0,24,3,4,2016-12-09,2017-03-15,55.0,0.9012634336561391,55.0,96.0,96.0,2016-12,2017-03
R4F4RGAL,63.0,12,4,4,2016-12-09,2017-03-14,3558.0,0.9999999999989064,3558.0,95.0,95.0,2016-12,2017-03
MNVMY83P,56.0,19,2,1,2016-12-10,,0.0,0.03837957100067507,0.0,386.0,,2016-12,
0ZHLQFGU,6.0,32,2,4,2016-12-10,2017-03-22,4839.0,1.0,4839.0,102.0,102.0,2016-12,2017-03
40DPY158,36.0,27,3,4,2016-12-10,2017-03-25,47.0,0.7573641499672438,47.0,105.0,105.0,2016-12,2017-03
DP9E525R,21.0,34,6,4,2016-12-10,2017-03-24,1007.0,0.9946871442566932,1007.0,104.0,104.0,2016-12,2017-03
DBDUMQQK,38.0,9,3,4,2016-12-10,2017-03-24,48.0,0.7832187878431306,48.0,104.0,104.0,2016-12,2017-03
CNBN12RL,73.0,3,3,4,2016-12-10,2017-03-07,49.0,0.8595277722797525,49.0,87.0,87.0,2016-12,2017-03
OXL0YWEE,49.0,12,1,4,2016-12-10,2017-03-18,504.0,0.9670675157138917,504.0,98.0,98.0,2016-12,2017-03
ZOBJHMAF,,19,4,1,2016-12-11,,0.0,0.029076029918788004,0.0,385.0,,2016-12,
KD6MB4AP,,28,3,1,2016-12-11,,0.0,0.9045888332512967,0.0,385.0,,2016-12,
5CSSZJF4,23.0,6,1,4,2016-12-11,2017-03-21,543.0,0.9720773877433121,543.0,100.0,100.0,2016-12,2017-03
0XG8TOJF,21.0,31,5,2,2016-12-11,2017-03-18,0.0,0.009415792424322614,0.0,97.0,97.0,2016-12,2017-03
IIS0O91J,21.0,31,2,4,2016-12-11,2017-03-28,5149.0,1.0,5149.0,107.0,107.0,2016-12,2017-03
2LP5SUR5,73.0,4,1,2,2016-12-11,2017-03-09,0.0,0.17035243108304876,0.0,88.0,88.0,2016-12,2017-03
PYZZ3IS6,6.0,27,6,4,2016-12-11,2017-03-11,1043.0,0.995402028397342,1043.0,90.0,90.0,2016-12,2017-03
5I4K5TQE,69.0,19,5,2,2016-12-12,2017-03-09,0.0,0.010806478909470021,0.0,87.0,87.0,2016-12,2017-03
RV3LPOYP,12.0,30,1,4,2016-12-12,2017-03-29,437.0,0.9585716743251878,437.0,107.0,107.0,2016-12,2017-03
A194RP0I,,25,4,1,2016-12-12,,0.0,0.022815158719684227,0.0,384.0,,2016-12,
1HVNTEPV,43.0,14,2,4,2016-12-12,2017-03-11,4465.0,0.9999999999999996,4465.0,89.0,89.0,2016-12,2017-03
LC85AQ1I,44.0,24,1,4,2016-12-12,2017-03-18,443.0,0.9470605521057197,443.0,96.0,96.0,2016-12,2017-03
TBV972NP,69.0,12,3,2,2016-12-12,2017-03-23,0.0,0.7541664136186205,0.0,101.0,101.0,2016-12,2017-03
