Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Conference Expenses,6/07/2023,28050,It Newcom Pty Limited,"Brisbane, Qld",No,No,,,,,,,,,2023265,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,6/07/2023,43004,Qs Unisolution Gmbh,Germany,No,No,,,,,,,,,380332,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/07/2023,14744,Steadfast Projects Pty Ltd,"Upper Kedron, Qld",No,No,,,,,,,,,380365,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,6/07/2023,35640,Unify Solutions Pty Limited,"Brisbane City, Qld",No,No,,,,,,,,,380352,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,7/07/2023,27552,Corporate Prepaid Cards Pty Ltd,"Balmain, Nsw",No,No,,,,,,,,,2019329,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,7/07/2023,275000,Gold Coast Convention & Exhibition Centr,"Broadbeach, Qld",No,No,,,,,,,,,380387,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,7/07/2023,17634,The Trustee For Missy Moo Family Trust,"Freshwater, Qld",No,No,,,,,,,,,2020013,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,8/07/2023,84873,Accellier,"Coffs Harbour, Nsw",Yes,No,,,,,,,,,367033 1976569 2011270,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Conference Expenses,10/07/2023,64490,Australian Human Resources Institute,"Melbourne, Vic",No,No,,,,,,,,,2021923,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Accreditation Fees,10/07/2023,15900,Ot Council (Aus & Nz)  Ltd,"South Perth, Wa",No,No,,,,,,,,,2022844,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/07/2023,415705,Australian Wetlands Landscapes Qld Pty L,"Buddina, Qld",No,No,,,,,,,,,380490,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,11/07/2023,69683,Eppendorf South Pacific Pty Ltd,"North Ryde, Nsw",No,No,,,,,,,,,380496,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/07/2023,13475,Nutbrook Engineering Group Pty Limited,"North Sydney, Nsw",No,No,,,,,,,,,380513,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,12/07/2023,17820,Advanced Laboratory Maintenance,"Rochedale, Qld",No,No,,,,,,,,,380519,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,12/07/2023,57156,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,No,,,,,,,,,380555,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,12/07/2023,181547,Data #3 Limited,"Indooroopilly, Qld",No,No,,,,,,,,,380525,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,13/07/2023,28358,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,No,,,,,,,,,380560,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,13/07/2023,29260,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,No,,,,,,,,,380561,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,13/07/2023,132853,Colliers International (Brisbane) P/L,"Brisbane, Qld",No,No,,,,,,,,,380562,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,13/07/2023,53025,Comfort Inn Robertson Gardens,"Robertson, Qld",No,No,,,,,,,,,2023855,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,13/07/2023,11898,Edaphic Scientific Pty Ltd,"Port Macquarie, Nsw",No,No,,,,,,,,,2021916,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,13/07/2023,39000,English Language Testing Limited,Uk,No,No,,,,,,,,,2024064,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,13/07/2023,22000,Thomson Adsett Pty Ltd,"Fortitude Valley, Qld",No,No,,,,,,,,,380583,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,14/07/2023,118084,Brisbane Convention And Exhibition Centr,"Brisbane, Qld",No,No,,,,,,,,,380650,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal Fees,14/07/2023,13200,Clayton Utz,"Brisbane, Qld",No,No,,,,,,,,,380614,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,14/07/2023,30030,Comfort Inn Robertson Gardens,"Robertson, Qld",No,No,,,,,,,,,2023723,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,14/07/2023,23562,E.D.C. Systems Pty Ltd,"Cannon Hill, Qld",No,No,,,,,,,,,380665,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/07/2023,25000,Ella Arensman,United Kingdom,No,No,,,,,,,,,380636,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,14/07/2023,38500,Icad Consultants Pty Ltd,"Bridgeman Downs, Qld",No,No,,,,,,,,,380616,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Vehicle Acquisition,14/07/2023,42376,Motorama Automotive Pty Ltd,"Moorooka, Qld",No,No,,,,,,,,,380658,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,14/07/2023,14940,Sunstate Charters Pty. Ltd.,"Eagle Farm, Qld",No,No,,,,,,,,,2024520,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,15/07/2023,33076,Corporate Prepaid Cards Pty Ltd,"Balmain, Nsw",No,No,,,,,,,,,2020470,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,15/07/2023,22108,Igi Global,Usa,No,No,,,,,,,,,2021500,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,15/07/2023,21010,The Trustee For Granted Group Unit Trust,"Bentleigh, Vic",No,No,,,,,,,,,2021610,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,17/07/2023,66342,Astarr Pty. Ltd.,"Salisbury, Qld",No,No,,,,,,,,,380707,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,17/07/2023,13283,Ez Australia Pty. Ltd.,"Arncliffe, Nsw",No,No,,,,,,,,,380701,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/07/2023,12540,Globalise Consulting,"Williamstown, Vic",No,No,,,,,,,,,380677,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,17/07/2023,84328,Gold Coast Convention & Exhibition Centr,"Broadbeach, Qld",No,No,,,,,,,,,380679,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,17/07/2023,12423,Lean Finance,"Brisbane, Qld",No,No,,,,,,,,,2022253,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,17/07/2023,95168,Steadfast Projects Pty Ltd,"Upper Kedron, Qld",Yes,No,,,,,,,,,380690,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,17/07/2023,41113,Steele Wrobel Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,380684,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,17/07/2023,15441,The University Of Newcastle,"Callaghan, Nsw",No,No,,,,,,,,,380695,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,17/07/2023,56433,Videopro Pty Ltd,"Eagle Farm, Qld",No,No,,,,,,,,,380691,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,18/07/2023,81106,Becton Dickinson Pty Ltd,"Eight Mile Plains, Qld",No,No,,,,,,,,,380748,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,18/07/2023,18346,Michael Page International,"Parramatta, Nsw",No,No,,,,,,,,,2024474,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Telecommunications Expenditure,18/07/2023,300000,Tpg Network Pty Ltd,"Sydney, Nsw",No,No,,,,,,,,,C01116,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,18/07/2023,49099,Videopro Pty Ltd,"Eagle Farm, Qld",No,No,,,,,,,,,380747,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,19/07/2023,23348,Accent Research,"Paddington, Nsw",No,No,,,,,,,,,380799,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,19/07/2023,18449,Brightside Scientific Pty Ltd,"Tuggerah, Nsw",No,No,,,,,,,,,380793,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,19/07/2023,21890,Soil Surveys Engineering Pty Ltd,"Paddington, Qld",No,No,,,,,,,,,380777,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,19/07/2023,21967,Wood Australia Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,380773,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,20/07/2023,37355,Allied Technologies Australia Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,380800,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,20/07/2023,17565,Gostralia-Gomerica,Germany,No,No,,,,,,,,,2025244,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,21/07/2023,20624,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,2024053,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,21/07/2023,14211,Allied Technologies Australia Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,380885,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Gas Supply,21/07/2023,47279,Boc Limited,"Labrador, Qld",No,No,,,,,,,,,380883,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,21/07/2023,12870,The Trustee For Fireland Consultancy,"Toombul, Qld",No,No,,,,,,,,,380870,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,22/07/2023,17875,Australian Bay Lobster Producers Limited,"Chinderah, Nsw",No,No,,,,,,,,,2023264,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/07/2023,11220,The Trustee For Granted Group Unit Trust,"Bentleigh, Vic",No,No,,,,,,,,,2021615,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/07/2023,11055,The Trustee For Granted Group Unit Trust,"Bentleigh, Vic",No,No,,,,,,,,,2021616,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,23/07/2023,13000,Cooperative Research Centres Association,"Barton, Act",No,No,,,,,,,,,2022602,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,23/07/2023,14960,Trinity P3 Pty Ltd,"North Sydney, Nsw",No,No,,,,,,,,,2021764,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,24/07/2023,12353,Leda Security Products Pty Ltd,"Slacks Creek, Qld",No,No,,,,,,,,,380908,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,24/07/2023,38885,Mettler Toledo Limited,"Port Melbourne, Vic",No,No,,,,,,,,,380911,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,24/07/2023,16919,Thermo Fisher Scientific Australia,"Scoresby, Vic",No,No,,,,,,,,,380907,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,24/07/2023,33000,W Brisbane,"Brisbane, Qld",No,No,,,,,,,,,380905,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,25/07/2023,11275,Amalgamated Property Maint. Brisbane P/L,"Rochedale South, Qld",No,No,,,,,,,,,380957,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,25/07/2023,80513,Leda Security Products Pty Ltd,"Slacks Creek, Qld",No,No,,,,,,,,,380948,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,25/07/2023,13703,Research Australia,"Darlinghurst, Nsw",No,No,,,,,,,,,2025799,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,26/07/2023,164588,Idp Education Pty Ltd,"Melbourne, Vic",No,No,,,,,,,,,381001,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,26/07/2023,2754739,Premis Solutions Pty Ltd,"Toowong, Qld",No,No,Selective,,,,,,,,380995,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,26/07/2023,51786,Price Waterhouse Coopers,"Sydney, Nsw",No,No,,,,,,,,,380992,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,26/07/2023,39881,Ryan Wilks Pty. Ltd.,"Murarrie, Qld",No,No,,,,,,,,,381014,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,26/07/2023,85470,Schneider Electric (Australia) Pty Limit,"Macquarie Park, Nsw",No,No,,,,,,,,,381028,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,26/07/2023,120252,The Trustee For Davies Family Trust,"Moonee Ponds, Vic",Yes,No,,,,,,,,,381031,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,26/07/2023,21878,Xzibit Pty Ltd,"Rochedale South, Qld",No,No,,,,,,,,,2021648,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,27/07/2023,22770,Australian Academy Of Technological,"Melbourne, Vic",No,No,,,,,,,,,2025322,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,27/07/2023,22770,Australian Academy Of Technological,"Melbourne, Vic",No,No,,,,,,,,,2023709,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,27/07/2023,16819,Bell Spec Pty Ltd T/A Southport Carpets,"Southport, Qld",No,No,,,,,,,,,381065,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,27/07/2023,55000,Bionics Queensland,"Ashgrove, Qld",No,No,,,,,,,,,2026278,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/07/2023,389400,Calibre Consulting Group,"St Lucia, Qld",No,No,,,,,,,,,381032,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,27/07/2023,39038,Cmt Equipment,"Tweed Heads South, Nsw",No,No,,,,,,,,,381072,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,27/07/2023,18649,Davies Collison Cave Pty Ltd,"Melbourne, Vic",No,No,,,,,,,,,2022129,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/07/2023,13500,Jeevika Weerahewa,Sri Lanka,No,No,,,,,,,,,2025790,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,27/07/2023,37512,"Kinetic Software, Inc.",Usa,No,No,,,,,,,,,381040,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,27/07/2023,10747,Medilink Pty Ltd,"Silverwater, Nsw",No,No,,,,,,,,,381059,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,27/07/2023,11457,Steadfast Projects Pty Ltd,"Upper Kedron, Qld",No,No,,,,,,,,,381064,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/07/2023,28508,Value Added Asset Management Pty Ltd,"Darra, Qld",No,No,,,,,,,,,381061,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/07/2023,14813,Value Added Asset Management Pty Ltd,"Darra, Qld",No,No,,,,,,,,,381062,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/07/2023,17497,Value Added Asset Management Pty Ltd,"Darra, Qld",No,No,,,,,,,,,381063,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,28/07/2023,37153,A Noble Event Australia,"Eight Mile Plains, Qld",No,No,,,,,,,,,381087,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,28/07/2023,64500,Donna Louise Loveridge,Vic,No,No,,,,,,,,,381089 385589,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,28/07/2023,12100,John Morris Scientific Pty Ltd,"Willoughby, Nsw",No,No,,,,,,,,,381093,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,28/07/2023,37032,La Boite Theatre Ltd,"Red Hill, Qld",No,No,,,,,,,,,2026520,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Conference Expenses,30/07/2023,23032,Australian Human Resources Institute,"Melbourne, Vic",No,No,,,,,,,,,2024288,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,30/07/2023,30000,Kanopy,Usa,No,No,,,,,,,,,2023813,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,30/07/2023,45477,Proquest Llc,Usa,No,No,,,,,,,,,2022783,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,31/07/2023,31680,Capstone Recruitment Qld Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,381165,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,31/07/2023,55000,Garvan Institute,"Darlinghurst, Nsw",No,No,,,,,,,,,381166,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,31/07/2023,13750,Gold Coast Education And Training Netw,"Southport, Qld",No,No,,,,,,,,,2023193,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,31/07/2023,30993,Greenhills Media Pty Ltd,"Briar Hill, Vic",No,No,,,,,,,,,381128,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,31/07/2023,55000,Monash University,"Melbourne, Vic",No,No,,,,,,,,,381167,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,31/07/2023,16390,The Global Society Pty. Ltd.,"Frenchs Forest, Nsw",No,No,,,,,,,,,2026785,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/08/2023,11901,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,381185,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/08/2023,10425,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,381187,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/08/2023,13010,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,381188,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/08/2023,12650,E.D.C. Systems Pty Ltd,"Cannon Hill, Qld",No,No,,,,,,,,,381186,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,1/08/2023,161393,John Morris Scientific Pty Ltd,"Willoughby, Nsw",No,No,,,,,,,,,381196,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,1/08/2023,4490823,Open Universities Australia,"Melbourne, Vic",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,"2027017 20233700 204798, 2053647, 2058574",,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,1/08/2023,14520,Queensland Tertiary Admissions Centre Lt,"Milton, Qld",No,No,,,,,,,,,2027011,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,1/08/2023,25000,Specialist Mri Services And Consulting P,"Mermaid Beach, Qld",No,No,,,,,,,,,2027065,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,1/08/2023,1375000,Valiant Hire,"Pinkenba, Qld",No,No,Open,,,,,,,,GU-1785,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,2/08/2023,55000,Brisbane Convention And Exhibition Centr,"Brisbane, Qld",No,No,,,,,,,,,381229,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,2/08/2023,15665,Data #3 Limited,"Indooroopilly, Qld",No,No,,,,,,,,,381232,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,2/08/2023,97172,Deep Trekker Inc.,Canada,No,No,,,,,,,,,381207,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/08/2023,14025,Dimity Adams Psychology Pty Ltd,"Moggill, Qld",No,No,,,,,,,,,381215,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/08/2023,47300,Modus Management Pty Ltd,"Carindale, Qld",No,No,,,,,,,,,2023011,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,2/08/2023,18920,Novotel Surfers Paradise,"Frenchs Forest, Nsw",No,No,,,,,,,,,381213,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/08/2023,14850,Savills Valuations Pty Ltd,"Sydney, Nsw",yes,No,,,,,,,,,381242,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,2/08/2023,13178,The School Locker,"Eight Mile Plains, Qld",No,No,,,,,,,,,2031235,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,3/08/2023,31814,Community Power Agency Co-Operative Limi,"Chippendale, Nsw",No,No,,,,,,,,,2023654,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,3/08/2023,208095,Higher Ed Services Pty Ltd,"Sydney, Nsw",No,No,,,,,,,,,381278,,,,,,
