Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,9/07/2025,36915,MA Tech Services Inc,United States,,,,,,,,,,,401084,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/07/2025,19250,SCYNE ADVISORY PTY LTD,"Canberra, Act",,,,,,,,,,,401102,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,9/07/2025,23925,Urbis Pty Ltd,"Brisbane, Qld",,,,,,,,,,,401090,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,9/07/2025,22000,WILDE AND WOOLLARD (QLD) PTY. LTD.,"Brisbane, Qld",,,,,,,,,,,401071,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,10/07/2025,140000,Advarra Inc,United States,,,,,,,,,,,401108,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/07/2025,112200,EXENT PTY. LTD.,"Brisbane City, Qld",,,,,,,,,,,401126,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/07/2025,258720,Focus Professional Services Pty Ltd,"Brisbane, Qld",Yes,,,,,,,,,,401124 405020,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/07/2025,88242,Focus Professional Services Pty Ltd,"Brisbane, Qld",Yes,,,,,,,,,,401125,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,10/07/2025,14300,Queensland Tertiary Admissions Centre Lt,"Milton, Qld",,,,,,,,,,,401105,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,10/07/2025,11550,Spearhead Engineering Pty Ltd,"Coorparoo, Qld",,,,,,,,,,,401134,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/07/2025,31716,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",,,,,,,,,,,401146,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,11/07/2025,18879,Bio-Strategy Pty Limited,"Campbellfield, Vic",,,,,,,,,,,401168,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/07/2025,13395,BizFurn Express Australia Pty Ltd,"Yandina, Qld",,,,,,,,,,,401148,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/07/2025,27500,DairyNEXT,"Marburg, Qld",,,,,,,,,,,401159,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,11/07/2025,27852,Descab Pty Ltd t/a Qld Multi Trades,"Tingalpa, Qld",,,,,,,,,,,401147,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/07/2025,12506,E.D.C. SYSTEMS PTY LTD,"Cannon Hill, Qld",,,,,,,,,,,401140,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,11/07/2025,35975,Johnson Controls Australia Pty Ltd,"Windsor, Qld",,,,,,,,,,,401139,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/07/2025,22000,SANNAM S4 PTY LTD,"Melbourne, Vic",,,,,,,,,,,401153,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/07/2025,30000,SHAPTER CONSULTING,"Happy Valley, Sa",,,,,,,,,,,401172,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,12/07/2025,14212,T P S PTY LTD,"Brendale, Qld",,,,,,,,,,,401173,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,14/07/2025,12936,Beckman Coulter Australia P/L,"Lane Cove, Nsw",,,,,,,,,,,401203,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,14/07/2025,38132,Biotech Engineering Pty Ltd,"Port Melbourne, Vic",,,,,,,,,,,401204,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,14/07/2025,13860,Carrier Automated Logic Australia Pty Lt,"Capalaba, Qld",,,,,,,,,,,401192,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,14/07/2025,30833,CRAYON AUSTRALIA PTY LTD,"North Sydney, Nsw",,,,,,,,,,,401180,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,14/07/2025,27500,Mantra Leisure Resorts Pty Ltd,"Coolangatta, Qld",,,,,,,,,,,401183,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,14/07/2025,33000,Twin Towns Services Club Ltd,"Tweed Heads, Nsw",,,,,,,,,,,401191,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Insurance,15/07/2025,5860770,Arthur J. Gallagher & Co (Aus) Limited,"North Sydney, Nsw",Yes,,Limited,c - (ii) Would cause significant inconvenience or substantial duplication of costs for the procuring entity,,,,,,,2138326,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,15/07/2025,10842,Australian National University,"Acton, Act",,,,,,,,,,,2136850,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,15/07/2025,10090,CHRISTINE CATHERINE BOAG-HODGSON,Qld,,,,,,,,,,,2137315,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,15/07/2025,25351,EBSCO International Inc,"North Sydney, Nsw",,,,,,,,,,,2137314,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,15/07/2025,12500,Experience Gold Coast Pty Ltd,"Australia Fair, Qld",,,,,,,,,,,2137139,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,15/07/2025,10161,Sammi-Select,United Kingdom,Yes,,,,,,,,,,401227,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,15/07/2025,233593,STEADFAST PROJECTS PTY LTD,"Upper Kedron, Qld",,,,,,,,,,,401240,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,16/07/2025,31825,Allstars Trading Pty Ltd t/a Zirilio,"Sydney, Nsw",,,,,,,,,,,401258,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,16/07/2025,10890,Data #3 Limited,"Indooroopilly, Qld",,,,,,,,,,,401266,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/07/2025,143990,Focus Professional Services Pty Ltd,"Brisbane, Qld",,,,,,,,,,,401264,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/07/2025,20818,FROTH BUILD PTY LTD,"Palm Beach, Qld",,,,,,,,,,,401299,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/07/2025,21120,McTaggart Plumbing PTY LTD,"Petrie, Qld",,,,,,,,,,,401284,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/07/2025,718432,Premis Solutions Pty Ltd,"Toowong, Qld",,,Selective,,,,,,,,401263,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,16/07/2025,10619,S&P DOW JONES INDICES LLC,United States,,,,,,,,,,,401257,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,16/07/2025,134014,Specfurn Commercial Furniture Pty Ltd,"Geebung, Qld",,,,,,,,,,,401262,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,16/07/2025,22000,SURFERS PARADISE SLSC SUPPORTERS CLUB IN,"Surfers Paradise, Qld",,,,,,,,,,,401260,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,17/07/2025,10757,Aqualab Scientific Pty Limited,"Cromer, Nsw",,,,,,,,,,,401302,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,17/07/2025,10720,Brightside Scientific Pty Ltd,"Tuggerah, Nsw",,,,,,,,,,,401338,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,17/07/2025,17160,INTEGRA REMEDIAL SOLUTIONS PTY LTD,"Thorneside, Qld",,,,,,,,,,,401343,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,17/07/2025,15302,Labfirst Scientific Instruments (Shangha,China,,,,,,,,,,,401311,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,18/07/2025,123585,BLAKLASH CREATIVE PTY LTD,"West End, Qld",,,,,,,,,,,401358,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,18/07/2025,10840,Data #3 Limited,"Indooroopilly, Qld",,,,,,,,,,,401359,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,18/07/2025,13430,Graphic Concepts ta Signs Etc,"Beenleigh, Qld",,,,,,,,,,,401369,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,18/07/2025,44477,KPMG,"Melbourne, Vic",,,,,,,,,,,401350,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,18/07/2025,11495,Soil Surveys Engineering Pty Ltd,"Paddington, Qld",,,,,,,,,,,401351,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,21/07/2025,10890,INTELLIDESIGN PTY LTD,"Seventeen Mile Rocks, Qld",,,,,,,,,,,401395,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,21/07/2025,11110,Proteomics International Pty Ltd,"Nedlands, Wa",,,,,,,,,,,401376,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,22/07/2025,10945,ARTISAN SELECTION PTY LTD,"Albany Creek, Qld",,,,,,,,,,,2138339,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/07/2025,53325,Ciaran O'Faircheallaigh,Qld,,,,,,,,,,,2136971,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/07/2025,13565,Ciaran O'Faircheallaigh,Qld,,,,,,,,,,,2138213,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/07/2025,46597,Ciaran O'Faircheallaigh,Qld,,,,,,,,,,,2138214,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Accreditation Fees,22/07/2025,21704,Dietitians Association of Australia,"Deakin, Act",,,,,,,,,,,2138714,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/07/2025,154253,Gold Coast City Council,"Gold Coast Mail Centre, Qld",,,,,,,,,,,401441,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,22/07/2025,13607,Informa UK Ltd,United Kingdom,,,,,,,,,,,2138519,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/07/2025,25000,National Agricultural Research Institute,Papua New Guinea,,,,,,,,,,,401420,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,22/07/2025,10679,ONETEMP PTY LTD,"Marleston, Sa",,,,,,,,,,,401435,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,22/07/2025,22384,Ovid Technologies Inc.,United States,,,,,,,,,,,2136948,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/07/2025,13255,Q & A MARKET RESEARCH SERVICES PTY LTD,"Milton, Qld",,,,,,,,,,,401437,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/07/2025,20900,Queensland Childrens Hospital,"Herston, Qld",,,,,,,,,,,2135343,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,22/07/2025,10647,Russell Sullivan,Qld,,,,,,,,,,,2138595,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,22/07/2025,15164,TECHNICHE APAC PTY LTD,"Milton, Qld",,,,,,,,,,,401423,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,22/07/2025,126806,Thermo Fisher Scientific Australia,"Scoresby, Vic",,,,,,,,,,,401448,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,22/07/2025,15362,Uprise Projects Gold Coast SEQ Pty Ltd,"Miami, Qld",,,,,,,,,,,401453,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,23/07/2025,137885,Focus Professional Services Pty Ltd,"Brisbane, Qld",,,,,,,,,,,401471,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,23/07/2025,18077,INDIGENOUS ALLIED HEALTH AUSTRALIA LTD,"Deakin West, Act",,,,,,,,,,,401493,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,23/07/2025,45100,JENSEN BOWERS UNIT TRUST,"Spring Hills, Qld",,,,,,,,,,,401486,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,24/07/2025,14310,BDO SERVICES PTY LTD,"Brisbane, Qld",,,,,,,,,,,401510,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,25/07/2025,15835,ARNOLD ELECTRICAL & DATA INSTALLATIONS P,"Salisbury, Qld",,,,,,,,,,,401564,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,25/07/2025,758888,CyberCX Pty Ltd,"Melbourne, Vic",,,Selective,,,,,,,,ITC-3509,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,25/07/2025,12658,SlideRoom Technologies Inc,United States,,,,,,,,,,,401536,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,25/07/2025,10450,Turner & Townsend Pty Ltd,"Brisbane, Qld",,,,,,,,,,,401551,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,28/07/2025,18667,McTaggart Plumbing PTY LTD,"Petrie, Qld",,,,,,,,,,,401597,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,28/07/2025,12430,New England Biolabs Pty Ltd,"Notting Hill, Vic",,,,,,,,,,,401582,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,28/07/2025,11734,Programmed Electrical Technologies Ltd,"Newstead, Qld",,,,,,,,,,,401595,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,28/07/2025,20355,Uprise Projects Gold Coast SEQ Pty Ltd,"Miami, Qld",,,,,,,,,,,401589,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,29/07/2025,11998,Able Scientific,"Canning Vale, Wa",,,,,,,,,,,2138346,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,29/07/2025,11352,BRAIN AID CLINICS PTY LTD,"Southport, Qld",,,,,,,,,,,2138523,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing Expenses,29/07/2025,10172,Colour Chiefs Pty Ltd,"Windsor, Qld",,,,,,,,,,,2139749,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,29/07/2025,51920,Gartner Australasia Pty Limited,"Sydney, Nsw",,,,,,,,,,,2138544,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,29/07/2025,30000,Kanopy,United States,,,,,,,,,,,2138525,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,29/07/2025,30830,LinkedIn Singapore Pte Ltd,Singapore,,,,,,,,,,,2140402,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,29/07/2025,75350,Miller Hill Partners Pty Limited,"Middle Cove, Nsw",Yes,,,,,,,,,,401640,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,29/07/2025,66000,Seek Limited,"Sydney, Nsw",,,,,,,,,,,401607,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,29/07/2025,14966,The Ship Inn,"Brisbane, Qld",,,,,,,,,,,2139557,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,29/07/2025,110000,WAVETRAK OCEANIA PTY LTD,"Avalon Beach, Nsw",,,,,,,,,,,401619,,,,,,
