SalesKey,OrderID,DateKey,CustomerKey,ProductKey,ChannelKey,PromotionKey,PaymentKey,Quantity,UnitPrice,GrossAmount,DiscountPct,DiscountAmount,NetAmount
35,3227,20200921,484,49,2,,4,10,81.41,814.1,0,0,814.1
36,15973,20250325,947,69,2,16,5,8,329.57,2636.56,0,0,2636.56
37,18356,20200728,626,49,3,13,1,5,81.41,407.05,0,0,407.05
38,7253,20200216,232,151,4,29,1,5,492.3,2461.5,0,0,2461.5
39,4257,20201124,605,140,4,,4,5,94.22,471.1,0,0,471.1
40,2029,20210916,892,76,1,30,4,10,217.67,2176.7,0,0,2176.7
41,2871,20200922,211,131,4,,2,5,554.33,2771.65,0,0,2771.65
42,13300,20210913,180,58,3,,3,7,426.28,2983.96,0,0,2983.96
43,16711,20221104,149,143,2,,5,6,115.21,691.26,0,0,691.26
44,9921,20200422,112,67,4,,3,10,707.81,7078.1,0,0,7078.1
45,4084,20200325,107,33,2,23,5,2,446.95,893.9,0,0,893.9
46,17821,20241219,280,91,4,,1,5,217.59,1087.95,0,0,1087.95
47,4970,20240426,475,136,3,,1,8,646.48,5171.84,0,0,5171.84
48,11734,20200419,79,40,3,,4,5,220.53,1102.65,0,0,1102.65
49,8824,20210504,203,101,2,,1,3,267.54,802.62,0,0,802.62
50,19373,20220118,211,154,1,6,4,10,377.79,3777.9,0,0,3777.9
51,3125,20200229,121,137,1,,1,6,403.02,2418.12,0,0,2418.12
52,12909,20240622,173,133,3,1,3,4,70.31,281.24,0,0,281.24
53,11490,20220523,199,191,1,,2,8,156.73,1253.84,0,0,1253.84
54,18071,20251222,429,4,1,,2,8,567.02,4536.16,0,0,4536.16
55,13657,20221213,116,8,4,,5,8,48.08,384.64,0,0,384.64
56,13001,20240425,925,131,2,16,3,9,554.33,4988.97,0,0,4988.97
57,14806,20200902,822,187,1,,3,2,568.66,1137.32,0,0,1137.32
58,13526,20230530,987,69,4,,1,2,329.57,659.14,0,0,659.14
59,4243,20230121,854,70,4,,5,3,297.05,891.15,0,0,891.15
60,4252,20211122,965,132,2,,2,4,51.77,207.08,0,0,207.08
61,19409,20220506,105,77,2,,2,2,610.17,1220.34,0,0,1220.34
62,6668,20200330,294,195,2,,1,7,315.59,2209.13,0,0,2209.13
63,9961,20200524,712,35,4,,5,10,211.37,2113.7,0,0,2113.7
64,10585,20230516,158,58,1,,3,2,426.28,852.56,0,0,852.56
65,19138,20220428,735,197,4,,5,8,306.6,2452.8,0,0,2452.8
66,13800,20211026,179,47,1,,3,8,461.74,3693.92,0,0,3693.92
67,1394,20230314,284,32,1,,5,9,329.96,2969.64,0,0,2969.64
68,16367,20200906,759,193,3,,3,6,427.88,2567.28,0,0,2567.28
69,9155,20221202,819,188,3,,5,2,735.26,1470.52,0,0,1470.52
70,16013,20250605,670,147,2,,3,3,281.55,844.65,0,0,844.65
71,16149,20241001,795,78,3,8,3,6,241.86,1451.16,0,0,1451.16
72,6945,20240922,400,61,1,,3,4,29.76,119.04,0,0,119.04
73,14531,20250617,921,79,2,,4,7,106.11,742.77,0,0,742.77
74,4844,20220208,352,36,2,,5,5,126.26,631.3,0,0,631.3
75,4535,20240508,100,160,1,,3,10,325.15,3251.5,0,0,3251.5
76,6267,20221028,818,158,4,,4,2,377.54,755.08,0,0,755.08
77,11028,20200523,356,74,4,19,4,8,565.34,4522.72,0,0,4522.72
78,3905,20250819,938,71,2,22,4,9,591.07,5319.63,0,0,5319.63
79,18817,20210805,845,9,1,,2,4,492.64,1970.56,0,0,1970.56
80,7268,20230814,600,105,4,4,3,5,380.79,1903.95,0,0,1903.95
81,12235,20240114,482,42,1,,3,3,288.05,864.15,0,0,864.15
82,5258,20221214,505,24,3,,2,3,514.44,1543.32,0,0,1543.32
83,19139,20230719,467,196,3,,4,9,615.69,5541.21,0,0,5541.21
84,7703,20240512,19,78,1,,2,3,241.86,725.58,0,0,725.58
85,7801,20250725,863,46,4,,2,3,251.03,753.09,0,0,753.09
86,257,20250518,10,199,3,30,1,1,561.36,561.36,0,0,561.36
87,1882,20201002,557,90,4,,3,5,321.86,1609.3,0,0,1609.3
88,2159,20251207,332,40,3,,3,8,220.53,1764.24,0,0,1764.24
89,1830,20211111,495,75,3,,2,3,227.07,681.21,0,0,681.21
90,6369,20210220,354,36,1,,3,10,126.26,1262.6,0,0,1262.6
91,17283,20250131,868,114,4,,2,1,106.26,106.26,0,0,106.26
92,4517,20211127,961,100,2,,5,6,336.9,2021.4,0,0,2021.4
93,1990,20210910,998,182,1,,4,6,462.75,2776.5,0,0,2776.5
94,14766,20250722,54,26,4,,4,7,47.77,334.39,0,0,334.39
95,12465,20211221,694,47,2,,1,3,461.74,1385.22,0,0,1385.22
96,1680,20220312,397,28,2,24,5,4,237.13,948.52,0,0,948.52
97,14844,20220312,457,94,4,,5,10,538.39,5383.9,0,0,5383.9
98,9442,20201223,71,189,4,29,4,7,728.21,5097.47,0,0,5097.47
99,19129,20250903,111,67,2,,1,5,707.81,3539.05,0,0,3539.05
100,15908,20200129,676,9,1,,2,5,492.64,2463.2,0,0,2463.2
101,12911,20230413,309,131,2,,5,5,554.33,2771.65,0,0,2771.65
102,2421,20250713,912,110,4,,3,7,404.66,2832.62,0,0,2832.62
103,3287,20200907,167,126,4,,4,4,653.09,2612.36,0,0,2612.36
104,18693,20240225,169,25,4,,1,4,35.34,141.36,0,0,141.36
105,5317,20220420,976,169,4,,1,1,20.78,20.78,0,0,20.78
106,7421,20230904,623,135,3,,4,2,301.65,603.3,0,0,603.3
107,11048,20200917,848,48,4,,2,6,490.94,2945.64,0,0,2945.64
108,10213,20230214,258,105,2,,4,9,380.79,3427.11,0,0,3427.11
109,14266,20240723,708,136,1,,1,9,646.48,5818.32,0,0,5818.32
110,18681,20210310,333,103,2,,5,10,100.41,1004.1,0,0,1004.1
111,13075,20230316,824,161,1,12,2,10,461.51,4615.1,0,0,4615.1
112,13793,20200422,485,151,1,19,2,9,492.3,4430.7,0,0,4430.7
113,11497,20240117,67,131,2,,1,1,554.33,554.33,0,0,554.33
114,3405,20251206,986,136,2,17,2,5,646.48,3232.4,0,0,3232.4
115,3233,20210327,21,15,4,,2,6,223.88,1343.28,0,0,1343.28
116,16661,20220527,45,66,3,,4,9,550.19,4951.71,0,0,4951.71
117,246,20250330,407,78,1,,3,2,241.86,483.72,0,0,483.72
118,8821,20200815,89,105,2,,4,1,380.79,380.79,0,0,380.79
119,6336,20201116,914,71,4,9,5,6,591.07,3546.42,0,0,3546.42
120,1181,20241017,806,200,4,8,2,9,455.59,4100.31,0,0,4100.31
121,257,20211126,503,120,3,,1,7,101.47,710.29,0,0,710.29
122,6321,20221210,112,16,4,16,5,9,449.35,4044.15,0,0,4044.15
123,4166,20210831,814,158,3,,4,2,377.54,755.08,0,0,755.08
124,1572,20210313,410,132,2,20,5,2,51.77,103.54,0,0,103.54
125,12334,20240616,341,114,1,,2,4,106.26,425.04,0,0,425.04
126,12980,20200518,826,17,3,21,2,9,51.4,462.6,0,0,462.6
127,15669,20220906,594,7,3,,2,7,70.3,492.1,0,0,492.1
128,5511,20210816,413,199,1,,5,5,561.36,2806.8,0,0,2806.8
129,19046,20241026,657,55,1,,4,5,298.81,1494.05,0,0,1494.05
130,3376,20250122,296,141,3,1,2,3,287.22,861.66,17.1,147.34,714.32
131,8097,20210826,181,28,4,18,3,3,237.13,711.39,0,0,711.39
132,17986,20250105,227,69,1,,3,10,329.57,3295.7,0,0,3295.7
133,4288,20221004,381,168,3,24,2,7,321.29,2249.03,0,0,2249.03
134,15118,20220315,492,24,3,27,1,4,514.44,2057.76,0,0,2057.76
135,9350,20231221,306,167,3,24,1,6,378.72,2272.32,0,0,2272.32
136,12350,20241214,775,36,3,,3,5,126.26,631.3,0,0,631.3
137,475,20241029,766,146,2,13,3,4,517.9,2071.6,0,0,2071.6
138,6189,20241230,59,17,4,,2,10,51.4,514,0,0,514
139,10216,20200626,567,44,1,,3,1,563.82,563.82,0,0,563.82
140,1205,20241225,895,182,3,,2,9,462.75,4164.75,0,0,4164.75
141,7794,20211016,180,174,4,,3,7,502.2,3515.4,0,0,3515.4
142,10608,20250325,266,96,1,23,2,9,287.11,2583.99,0,0,2583.99
143,8380,20241126,317,165,4,,3,2,344.71,689.42,0,0,689.42
144,15101,20241026,360,198,1,23,1,7,193.63,1355.41,0,0,1355.41
145,1545,20200404,375,153,4,,3,1,638.66,638.66,0,0,638.66
146,16217,20250504,412,45,4,,4,8,13.15,105.2,0,0,105.2
147,1523,20250313,584,29,3,17,5,1,696.27,696.27,0,0,696.27
148,17883,20210707,48,72,4,11,2,6,100.64,603.84,0,0,603.84
149,5453,20220701,31,190,2,,5,6,77.76,466.56,0,0,466.56
150,939,20211129,85,86,3,10,4,5,439.77,2198.85,0,0,2198.85
151,2456,20200828,424,122,3,,1,9,671.35,6042.15,0,0,6042.15
152,18567,20230326,33,178,2,24,1,4,237.39,949.56,0,0,949.56
153,17506,20250410,480,32,1,,2,5,329.96,1649.8,0,0,1649.8
154,5823,20200324,513,4,1,,5,3,567.02,1701.06,0,0,1701.06
155,141,20220405,562,135,2,,4,8,301.65,2413.2,0,0,2413.2
156,19596,20230920,895,119,4,,1,8,192.37,1538.96,0,0,1538.96
157,8701,20240713,465,163,4,7,3,8,175.33,1402.64,0,0,1402.64
158,5592,20220404,203,128,4,21,5,9,591.02,5319.18,0,0,5319.18
159,10034,20250203,355,93,2,,4,6,224.33,1345.98,0,0,1345.98
160,10222,20221228,599,186,1,,1,9,494.27,4448.43,0,0,4448.43
161,7603,20250727,678,30,1,24,3,7,121.32,849.24,0,0,849.24
162,1241,20210206,981,78,2,29,5,5,241.86,1209.3,0,0,1209.3
163,1759,20240413,840,42,1,,3,9,288.05,2592.45,0,0,2592.45
164,768,20250911,573,72,2,,3,1,100.64,100.64,0,0,100.64
165,13012,20231204,944,83,1,9,3,10,555.37,5553.7,0,0,5553.7
166,17342,20220803,432,70,4,,2,6,297.05,1782.3,0,0,1782.3
167,14888,20220830,614,164,2,,3,6,306.85,1841.1,0,0,1841.1
168,14653,20210726,93,102,1,,2,5,344.3,1721.5,0,0,1721.5
169,17180,20240415,639,100,2,26,1,5,336.9,1684.5,0,0,1684.5
170,1744,20230829,74,144,1,,5,5,528.48,2642.4,0,0,2642.4
171,2449,20220508,937,74,1,19,5,9,565.34,5088.06,0,0,5088.06
172,14524,20230416,554,143,1,,5,7,115.21,806.47,0,0,806.47
173,14614,20240827,761,130,2,,1,1,171.1,171.1,0,0,171.1
174,18224,20221220,797,172,1,2,2,2,472.56,945.12,0,0,945.12
175,933,20230518,488,86,4,6,5,8,439.77,3518.16,0,0,3518.16
176,16311,20220623,81,4,3,,3,1,567.02,567.02,0,0,567.02
177,10981,20240105,477,103,4,12,5,2,100.41,200.82,0,0,200.82
178,3317,20240525,988,89,2,,5,8,400.73,3205.84,0,0,3205.84
179,13701,20210813,488,136,3,,3,5,646.48,3232.4,0,0,3232.4
180,7946,20250103,481,35,2,5,1,7,211.37,1479.59,0,0,1479.59
181,14492,20210416,469,194,2,24,2,5,741.56,3707.8,0,0,3707.8
182,14814,20240224,755,123,3,,4,3,264.53,793.59,0,0,793.59
183,325,20221003,945,126,4,,4,4,653.09,2612.36,0,0,2612.36
184,15640,20230220,430,151,4,,3,7,492.3,3446.1,0,0,3446.1
185,11493,20240731,305,13,2,,2,10,182,1820,0,0,1820
186,5417,20220921,436,30,4,,2,7,121.32,849.24,0,0,849.24
187,2550,20210925,589,138,4,,4,9,308,2772,0,0,2772
188,6478,20230723,301,55,2,,3,5,298.81,1494.05,0,0,1494.05
189,416,20221010,786,53,3,20,2,2,56.49,112.98,0,0,112.98
190,12700,20240425,44,79,4,,4,1,106.11,106.11,0,0,106.11
191,5641,20250315,977,57,1,,5,9,440.71,3966.39,0,0,3966.39
192,1313,20221116,571,69,3,7,4,10,329.57,3295.7,0,0,3295.7
193,2203,20231102,898,42,4,19,1,10,288.05,2880.5,0,0,2880.5
194,4224,20220430,930,54,3,,1,4,430.19,1720.76,0,0,1720.76
195,4651,20210313,962,19,1,16,1,7,544.51,3811.57,0,0,3811.57
196,7219,20200805,596,110,4,,1,10,404.66,4046.6,0,0,4046.6
197,9139,20240413,220,186,4,,4,9,494.27,4448.43,0,0,4448.43
198,2507,20211118,783,196,1,,3,2,615.69,1231.38,0,0,1231.38
199,11388,20251109,837,173,3,,3,4,68.99,275.96,0,0,275.96
200,8193,20221014,587,113,2,,5,8,66.63,533.04,0,0,533.04
201,19150,20220515,185,162,4,,2,4,297.43,1189.72,0,0,1189.72
202,18419,20230626,242,104,4,,3,5,212.81,1064.05,0,0,1064.05
203,19595,20230912,623,3,2,,1,6,25.46,152.76,0,0,152.76
204,7842,20240427,934,162,1,1,2,8,297.43,2379.44,0,0,2379.44
205,4025,20230422,37,125,4,28,1,10,116.22,1162.2,0,0,1162.2
206,10862,20250530,995,199,2,,2,8,561.36,4490.88,0,0,4490.88
207,7023,20220617,48,197,3,,4,5,306.6,1533,0,0,1533
208,7315,20250324,596,64,1,,3,10,208.47,2084.7,0,0,2084.7
209,18256,20200509,199,102,2,,5,10,344.3,3443,0,0,3443
210,7161,20250805,111,126,2,,1,10,653.09,6530.9,0,0,6530.9
211,443,20220506,112,49,2,,5,2,81.41,162.82,0,0,162.82
212,19910,20240116,985,134,1,,3,3,169.13,507.39,0,0,507.39
213,8671,20250801,389,126,4,,3,3,653.09,1959.27,0,0,1959.27
214,16563,20201004,776,72,1,,2,7,100.64,704.48,0,0,704.48
215,16633,20200901,706,163,4,,2,1,175.33,175.33,0,0,175.33
216,5463,20240530,12,105,2,10,2,2,380.79,761.58,0,0,761.58
217,15409,20241201,872,174,4,26,1,5,502.2,2511,0,0,2511
218,8881,20250119,953,32,4,,3,2,329.96,659.92,0,0,659.92
219,12631,20250720,148,40,1,11,1,7,220.53,1543.71,0,0,1543.71
220,14506,20221001,594,37,2,,4,2,468.65,937.3,0,0,937.3
221,15676,20200409,978,165,1,,4,9,344.71,3102.39,0,0,3102.39
222,1217,20250906,5,176,2,,3,5,206.27,1031.35,0,0,1031.35
223,2726,20211026,472,139,2,,4,1,322.45,322.45,0,0,322.45
224,2654,20220501,791,169,3,14,5,1,20.78,20.78,0,0,20.78
225,6091,20210916,67,117,1,29,2,4,203.77,815.08,0,0,815.08
226,15125,20241209,966,192,2,6,3,7,527.84,3694.88,0,0,3694.88
227,18551,20240508,567,156,3,4,3,5,542.73,2713.65,0,0,2713.65
228,15801,20211216,919,187,3,8,5,8,568.66,4549.28,0,0,4549.28
229,17765,20221008,65,123,1,,4,6,264.53,1587.18,0,0,1587.18
230,18892,20220814,792,99,4,,4,10,425.4,4254,0,0,4254
231,289,20200925,596,26,3,30,1,1,47.77,47.77,0,0,47.77
232,12717,20201225,262,185,4,,2,6,85.29,511.74,0,0,511.74
233,10531,20221201,887,181,2,13,1,4,298.15,1192.6,0,0,1192.6
234,18081,20240409,995,106,3,,4,3,464.43,1393.29,0,0,1393.29
235,13043,20200411,826,70,1,,1,4,297.05,1188.2,0,0,1188.2
236,10105,20210201,525,40,4,25,4,7,220.53,1543.71,0,0,1543.71
237,1993,20201114,919,11,4,15,4,4,581.38,2325.52,0,0,2325.52
238,4412,20241101,438,4,2,5,5,5,567.02,2835.1,0,0,2835.1
239,2305,20230315,649,49,4,16,4,4,81.41,325.64,13.8,44.94,280.7
240,12474,20210918,763,17,4,13,4,6,51.4,308.4,0,0,308.4
241,10886,20210401,548,188,2,,2,3,735.26,2205.78,0,0,2205.78
242,7430,20220223,41,99,2,4,3,8,425.4,3403.2,0,0,3403.2
243,15163,20200312,987,131,2,,3,10,554.33,5543.3,0,0,5543.3
244,248,20211228,152,35,1,7,5,4,211.37,845.48,25.1,212.22,633.26
245,10441,20221223,192,109,3,,2,4,124.45,497.8,0,0,497.8
246,16396,20241108,738,137,4,,2,5,403.02,2015.1,0,0,2015.1
247,7901,20220831,366,140,1,,1,10,94.22,942.2,0,0,942.2
248,11096,20250320,988,172,2,3,3,5,472.56,2362.8,0,0,2362.8
249,13424,20200609,585,184,4,,3,6,606.1,3636.6,0,0,3636.6
250,6917,20211111,690,178,1,,1,7,237.39,1661.73,0,0,1661.73
251,16294,20250209,361,11,1,,2,3,581.38,1744.14,0,0,1744.14
252,16315,20250821,160,83,2,,3,4,555.37,2221.48,0,0,2221.48
253,5496,20200904,789,196,3,3,4,4,615.69,2462.76,0,0,2462.76
254,18157,20240404,65,28,3,,3,8,237.13,1897.04,0,0,1897.04
255,16527,20201118,547,37,3,25,3,2,468.65,937.3,0,0,937.3
256,1260,20231006,419,43,2,16,1,8,249.35,1994.8,0,0,1994.8
257,8305,20240920,264,128,4,,5,2,591.02,1182.04,0,0,1182.04
258,9662,20200403,906,187,4,,5,1,568.66,568.66,0,0,568.66
259,15314,20220108,943,4,2,,2,1,567.02,567.02,0,0,567.02
260,8065,20210618,705,50,3,27,1,1,732.04,732.04,0,0,732.04
261,18159,20200408,15,132,4,5,2,10,51.77,517.7,0,0,517.7
262,18650,20240103,83,38,2,,3,9,135.34,1218.06,0,0,1218.06
263,4668,20210821,703,169,4,,4,7,20.78,145.46,0,0,145.46
264,10901,20230428,269,72,3,,3,9,100.64,905.76,0,0,905.76
265,15876,20201229,577,100,3,,2,5,336.9,1684.5,0,0,1684.5
266,14976,20220815,425,116,4,,5,10,29.95,299.5,0,0,299.5
267,13231,20230630,257,199,1,16,5,9,561.36,5052.24,0,0,5052.24
268,17515,20210201,855,39,4,28,4,6,221.37,1328.22,0,0,1328.22
269,18272,20240608,190,131,1,12,4,6,554.33,3325.98,0,0,3325.98
270,19996,20210812,211,11,2,,4,1,581.38,581.38,0,0,581.38
271,17092,20220702,573,37,1,,3,6,468.65,2811.9,0,0,2811.9
272,9104,20210911,675,19,4,17,3,6,544.51,3267.06,0,0,3267.06
273,3697,20210830,552,184,2,,5,7,606.1,4242.7,0,0,4242.7
274,18012,20231005,694,193,2,,1,4,427.88,1711.52,0,0,1711.52
275,16004,20220129,151,4,1,,2,3,567.02,1701.06,0,0,1701.06
276,16908,20211229,57,178,1,,1,4,237.39,949.56,0,0,949.56
277,4751,20221225,324,48,4,,5,5,490.94,2454.7,0,0,2454.7
278,10212,20220304,874,6,4,5,2,1,94.4,94.4,0,0,94.4
279,1532,20220817,511,103,2,13,1,5,100.41,502.05,16.5,82.84,419.21
280,2222,20210216,699,137,3,30,2,5,403.02,2015.1,0,0,2015.1
281,1480,20230105,600,151,2,26,3,3,492.3,1476.9,0,0,1476.9
282,14892,20221019,922,158,3,18,5,6,377.54,2265.24,0,0,2265.24
283,14878,20250616,906,67,3,,3,1,707.81,707.81,0,0,707.81
284,19925,20240706,671,44,3,,1,10,563.82,5638.2,0,0,5638.2
285,19811,20240630,803,92,2,,1,1,297.13,297.13,0,0,297.13
286,12546,20240305,206,15,2,19,2,1,223.88,223.88,0,0,223.88
287,3324,20210617,93,55,2,,2,1,298.81,298.81,0,0,298.81
288,12761,20220518,808,23,1,8,5,9,38.48,346.32,0,0,346.32
289,8418,20200920,236,43,4,,4,7,249.35,1745.45,0,0,1745.45
290,3872,20241017,884,92,4,7,3,6,297.13,1782.78,0,0,1782.78
291,14094,20220827,902,163,2,,2,4,175.33,701.32,0,0,701.32
292,17103,20240905,748,72,2,6,5,6,100.64,603.84,0,0,603.84
293,14811,20200314,337,72,2,,1,5,100.64,503.2,0,0,503.2
294,19770,20251216,406,34,3,,2,5,235.31,1176.55,0,0,1176.55
295,16691,20250306,529,78,4,11,1,1,241.86,241.86,0,0,241.86
296,16039,20250418,974,138,3,16,3,4,308,1232,0,0,1232
297,1365,20240617,502,83,2,12,3,2,555.37,1110.74,0,0,1110.74
298,2178,20251020,14,134,2,18,4,7,169.13,1183.91,0,0,1183.91
299,14347,20200415,241,139,4,,3,6,322.45,1934.7,0,0,1934.7
300,11457,20240614,104,40,1,7,5,6,220.53,1323.18,0,0,1323.18
301,6508,20220825,794,181,2,7,2,2,298.15,596.3,0,0,596.3
302,917,20200907,4,87,2,1,4,9,561.68,5055.12,0,0,5055.12
303,9625,20220122,795,133,2,,2,8,70.31,562.48,0,0,562.48
304,1832,20211001,582,105,3,9,4,7,380.79,2665.53,0,0,2665.53
305,7490,20210511,937,147,3,,4,9,281.55,2533.95,0,0,2533.95
306,12531,20221031,192,109,1,,1,2,124.45,248.9,0,0,248.9
307,19149,20230226,407,33,4,,5,9,446.95,4022.55,0,0,4022.55
308,19656,20230130,665,129,1,,4,10,336.38,3363.8,0,0,3363.8
309,19880,20201219,998,103,3,,5,3,100.41,301.23,0,0,301.23
310,17628,20220130,56,172,2,,1,8,472.56,3780.48,0,0,3780.48
311,15052,20200402,903,115,1,,5,8,147.5,1180,0,0,1180
312,13770,20240218,423,109,3,,2,5,124.45,622.25,0,0,622.25
313,16031,20200206,528,179,1,19,1,6,427.26,2563.56,0,0,2563.56
314,7330,20230906,892,82,4,25,5,9,530.12,4771.08,0,0,4771.08
315,8981,20210926,948,109,4,8,3,5,124.45,622.25,0,0,622.25
316,2179,20250425,601,123,4,,5,3,264.53,793.59,0,0,793.59
317,18568,20220928,507,105,3,21,1,3,380.79,1142.37,0,0,1142.37
318,8462,20220420,215,84,1,,2,1,29.75,29.75,0,0,29.75
319,14364,20241116,895,132,3,,5,1,51.77,51.77,0,0,51.77
320,8666,20201207,34,93,2,23,2,7,224.33,1570.31,0,0,1570.31
321,832,20230909,553,68,4,,3,2,97.76,195.52,0,0,195.52
322,5858,20251116,226,12,3,16,5,6,95.33,571.98,0,0,571.98
323,4105,20250801,74,88,4,12,1,4,115.85,463.4,0,0,463.4
324,2311,20210419,433,144,4,30,4,1,528.48,528.48,0,0,528.48
325,6584,20250725,190,145,2,15,3,9,204.06,1836.54,0,0,1836.54
326,3333,20200314,936,67,4,,2,1,707.81,707.81,0,0,707.81
327,6178,20221010,71,133,2,,5,3,70.31,210.93,0,0,210.93
328,19018,20210802,439,92,3,,3,5,297.13,1485.65,0,0,1485.65
329,7820,20210219,863,58,2,,3,8,426.28,3410.24,0,0,3410.24
330,12185,20250502,499,172,3,,3,1,472.56,472.56,0,0,472.56
331,41,20240705,984,197,3,19,2,7,306.6,2146.2,0,0,2146.2
332,10936,20250420,867,159,2,27,2,2,350.63,701.26,0,0,701.26
333,5848,20230601,458,124,3,25,1,9,69.19,622.71,0,0,622.71
334,9645,20250119,905,27,3,,5,4,644.66,2578.64,0,0,2578.64
335,1275,20251210,963,191,3,,5,8,156.73,1253.84,0,0,1253.84
336,11769,20220324,441,85,2,,3,8,406.89,3255.12,0,0,3255.12
337,1219,20210410,318,116,3,,1,4,29.95,119.8,0,0,119.8
338,2074,20200318,51,144,2,,5,9,528.48,4756.32,0,0,4756.32
339,12754,20221120,758,104,2,,1,9,212.81,1915.29,0,0,1915.29
340,4755,20240406,725,47,1,,2,3,461.74,1385.22,0,0,1385.22
341,13384,20220528,158,139,3,8,3,2,322.45,644.9,0,0,644.9
342,4695,20230116,825,85,2,,2,6,406.89,2441.34,0,0,2441.34
343,17349,20210608,750,81,1,,3,6,694.44,4166.64,0,0,4166.64
344,4301,20250827,386,61,4,,4,1,29.76,29.76,0,0,29.76
345,5444,20200227,773,67,3,9,3,3,707.81,2123.43,0,0,2123.43
346,1634,20210413,122,108,1,9,3,9,475.03,4275.27,0,0,4275.27
347,826,20210605,516,13,2,23,3,7,182,1274,0,0,1274
348,11576,20200801,374,31,1,,1,10,461.68,4616.8,0,0,4616.8
349,19440,20210611,201,63,4,,5,4,69.44,277.76,0,0,277.76
350,9088,20210223,308,28,4,,5,8,237.13,1897.04,0,0,1897.04
351,4760,20240512,584,70,2,28,5,6,297.05,1782.3,0,0,1782.3
352,19870,20211106,319,128,1,,2,5,591.02,2955.1,0,0,2955.1
353,7676,20210920,987,85,3,,3,8,406.89,3255.12,0,0,3255.12
354,13318,20220310,608,179,1,,5,2,427.26,854.52,0,0,854.52
355,6777,20231021,675,180,4,,5,1,432.4,432.4,0,0,432.4
356,2807,20210217,626,123,2,14,5,1,264.53,264.53,0,0,264.53
357,18255,20230810,488,136,2,,1,10,646.48,6464.8,0,0,6464.8
358,11338,20230117,441,13,4,,1,7,182,1274,0,0,1274
359,17637,20210706,145,72,3,10,3,8,100.64,805.12,0,0,805.12
360,13520,20210104,760,94,3,,5,10,538.39,5383.9,0,0,5383.9
361,11716,20220112,927,54,1,,1,1,430.19,430.19,0,0,430.19
362,449,20250418,911,71,3,,1,9,591.07,5319.63,0,0,5319.63
363,3003,20200401,669,158,1,,5,5,377.54,1887.7,0,0,1887.7
364,16063,20240817,652,5,1,,5,1,285.53,285.53,0,0,285.53
365,3057,20251229,493,54,2,17,3,9,430.19,3871.71,0,0,3871.71
366,19224,20200515,455,141,1,,1,7,287.22,2010.54,0,0,2010.54
367,18090,20240830,849,103,4,,5,1,100.41,100.41,0,0,100.41
368,10299,20231229,104,52,4,,4,6,266.36,1598.16,0,0,1598.16
369,11806,20220625,882,69,2,,5,10,329.57,3295.7,0,0,3295.7
